US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
New Mexico,Bamboo Shoots,23,19,32,13,0,32
New Mexico,Sorghum Grass,7,28,23,13,5,13
New Mexico,Yams,46,34,42,34,37,49
New Mexico,Saffron,41,16,47,12,43,41
New Mexico,Plums,28,46,7,48,43,9
New Mexico,Sorghum Grass,28,39,17,18,27,40
New Mexico,Barley,27,39,19,50,0,9
New Mexico,Mung Beans,49,46,19,10,11,0
New Mexico,Guavas,0,7,36,10,47,13
New Mexico,Sorghum,30,17,42,0,50,38
New Mexico,Saffron,40,15,19,4,36,41
New Mexico,Arrowroot,24,0,2,19,39,43
New Mexico,Pawpaw,26,13,0,49,31,6
New Mexico,Goosefoot,28,4,10,3,7,38
New Mexico,Mesquite,48,7,29,23,25,48
New Mexico,Parsnips,45,28,28,18,47,42
New Mexico,Licorice,1,0,22,26,26,5
New Mexico,Tomatoes,41,43,45,5,26,16
New Mexico,Kidney Beans,0,11,12,31,12,24
New Mexico,Loquat,37,23,25,40,14,9
New Mexico,Pine Nut Tree,15,40,33,11,48,0
New Mexico,Artichokes,19,0,24,26,26,2
New Mexico,Camu Camu,22,26,5,7,24,8
New Mexico,Pineapples,34,21,32,14,14,3
New Mexico,Salak,22,1,2,33,29,12
New Mexico,Cork Oak,9,43,15,49,44,9
New Mexico,Caraway,25,48,10,49,34,32
New Mexico,Papayas,23,41,15,22,47,46
New Mexico,Ghost Pepper,35,0,22,38,34,46
New Mexico,Nectarines,18,47,18,48,35,46
New Mexico,Limes,35,44,33,33,17,0
New Mexico,Radishes,39,1,38,18,40,43
New Mexico,Breadfruit Tree,31,10,26,12,8,10
New Mexico,Arnica,39,28,15,45,26,29
New Mexico,Chinese Broccoli,27,33,48,3,3,26
New Mexico,Onions,25,34,5,50,2,50
New Mexico,Swiss Chard,15,44,28,9,2,27
New Mexico,Tea,4,7,11,24,10,7
New Mexico,Acorn Squash,6,11,8,47,15,8
New Mexico,Hemp,13,8,3,27,14,4
New Mexico,Asafoetida,25,10,34,32,7,18
New Mexico,Cucumbers,48,48,3,25,43,19
New Mexico,Wheat,13,5,46,31,12,43
New Mexico,Rambutans,40,45,27,3,12,23
New Mexico,Teak,2,3,0,29,41,21
New Mexico,Timothy Grass,26,42,2,27,47,43
New Mexico,Hops,12,15,17,22,25,1
New Mexico,Ginger,47,19,3,42,31,27
New Mexico,Orchard Grass,37,17,6,34,46,31
New Mexico,Cocoa,46,21,39,21,48,48
New Mexico,Broccoli,41,38,44,18,20,25
New Mexico,Triticale,40,43,31,33,23,26
New Mexico,Neem,21,37,35,4,4,1
New Mexico,Shallots,50,33,42,27,7,16
New Mexico,Swiss Chard,12,31,27,48,45,50
New Mexico,Cumin,24,17,26,16,24,6
New Mexico,Lima Beans,35,22,7,10,7,24
New Mexico,Cocoa,29,35,12,42,36,0
New Mexico,Kapok,22,37,32,24,11,40
New Mexico,Celery,46,13,34,5,29,34
New Mexico,Coconuts,38,10,17,37,17,12
New Mexico,Acorn Squash,15,25,42,4,8,7
New Mexico,Sapodilla,45,25,38,7,32,10
New Mexico,Sudan Grass,5,38,3,26,26,48
New Mexico,Fennel,1,39,3,48,20,15
New Mexico,Spelt,39,25,32,46,50,11
New Mexico,Barley,35,5,25,10,17,14
New Mexico,Velvet Beans,9,16,34,25,29,24
New Mexico,Cinnamon,46,37,10,37,27,10
New Mexico,Fonio,2,20,32,2,19,31
New Mexico,Millet,30,3,7,17,0,29
New Mexico,Cauliflower,37,22,11,6,33,20
New Mexico,Wheat,22,35,21,36,4,26
New Mexico,Coconut Palm,38,9,8,11,48,21
New Mexico,Black Pepper,34,3,50,49,16,24
New Mexico,Sudan Grass,3,21,23,13,1,5
New Mexico,Scotch Bonnet,21,20,42,9,7,41
New Mexico,Oranges,35,22,38,38,5,45
New Mexico,Broccoli,23,23,26,46,24,17
New Mexico,Peaches,28,32,15,48,42,21
New Mexico,Maca,30,6,25,43,10,4
New Mexico,Blue Java Banana,41,48,28,25,38,11
New Mexico,Turnips,14,18,18,8,40,33
New Mexico,Bitter Melon,34,34,22,19,50,34
New Mexico,Chia,1,35,25,34,22,36
New Mexico,Dates,41,22,48,12,33,0
New Mexico,Melons,15,14,6,20,17,11
New Mexico,Okra,44,48,44,2,43,27
New Mexico,Yerba Mate,37,40,45,14,19,27
New Mexico,Guavas,23,13,14,48,30,5
New Mexico,Lavender,24,35,7,29,15,28
New Mexico,Mizuna,21,33,13,4,42,42
New Mexico,Pineapples,12,21,28,43,1,13
New Mexico,Kidney Beans,41,47,15,37,49,38
New Mexico,Anise,23,27,8,34,6,43
New Mexico,Wheat,30,30,11,50,32,36
New Mexico,Sweet Potatoes,39,37,41,28,21,36
New Mexico,Bell Pepper (Yellow),21,9,29,12,48,43
New Mexico,Maple Syrup Tree,16,22,14,38,15,21
New Mexico,Quinoa,37,21,4,44,7,36
New Mexico,Camu Camu,19,29,10,18,2,6
New Mexico,Cranberries,18,40,29,13,22,33
New Mexico,Ginger,23,10,32,5,14,39
New Mexico,Swiss Chard,49,5,48,25,48,19
New Mexico,Breadfruit,4,6,50,22,21,38
New Mexico,Dandelion Greens,20,17,50,9,41,12
New Mexico,Honeydew,18,15,34,1,25,31
New Mexico,Date Palm,46,40,23,48,46,7
New Mexico,Hops,31,50,8,1,35,47
New Mexico,Cashew Apple,35,35,34,0,20,32
New Mexico,Bok Choy,44,22,11,44,26,30
New Mexico,Coconut Palm,23,7,36,26,8,4
New Mexico,Kenaf,5,1,39,11,40,34
New Mexico,Rambutans,3,23,50,8,26,13
New Mexico,Swiss Chard,9,27,48,10,29,12
New Mexico,Neem,2,33,41,0,44,48
New Mexico,Jalapeño,46,5,21,12,12,31
New Mexico,Spelt,19,3,21,23,50,6
New Mexico,Sorghum Grass,30,29,33,13,45,30
New Mexico,Indigo,41,14,0,3,44,49
New Mexico,Spinach,19,21,23,20,25,0
New Mexico,Raspberries,11,20,27,34,37,41
New Mexico,Rhubarb,28,28,27,35,45,12
New Mexico,Mulberry Tree,41,19,39,37,2,19
New Mexico,Moringa,17,50,37,33,50,49
New Mexico,Tobacco Plant,45,28,21,12,13,36
New Mexico,Baobab Fruit,47,23,15,8,47,10
New Mexico,Taro,46,13,11,2,36,15
New Mexico,Cherimoya,19,47,23,20,43,49
New Mexico,Bell Pepper (Red),35,2,30,50,31,14
New Mexico,Catnip,25,23,22,44,32,21
New Mexico,Cucumbers,22,23,46,28,28,29
New Mexico,Wheat,16,3,43,50,3,25
New Mexico,Monkey Orange,45,29,48,36,42,21
New Mexico,Blue Java Banana,36,30,2,11,43,5
New Mexico,Plantains,31,12,7,8,28,0
New Mexico,Turnips,26,38,31,28,49,22
New Mexico,Cherries,37,41,40,35,1,46
New Mexico,Grapes,19,38,14,25,49,34
New Mexico,Oregano,46,45,15,23,4,3
New Mexico,Cherries,27,21,12,49,19,9
New Mexico,Camu Camu,24,2,13,37,11,18
New Mexico,Hibiscus,10,40,23,3,28,21
New Mexico,Ginger,37,49,36,33,47,10
New Mexico,Pine Nut Tree,30,12,14,30,0,10
New Mexico,Dill,29,2,14,32,36,34
New Mexico,Persimmons,32,6,49,1,16,49
New Mexico,Calendula,36,29,35,28,2,20
New Mexico,Parsnips,24,41,9,40,31,8
New Mexico,Tabasco,32,0,28,42,7,1
New Mexico,Napa Cabbage,47,27,21,14,40,23
New Mexico,Sugarcane,6,25,27,38,39,21
New Mexico,Pepino Melon,31,49,44,13,7,30
New Mexico,Water Chestnuts,4,49,12,30,40,25
New Mexico,Yerba Mate,0,40,2,40,40,12
New Mexico,Lima Beans,30,20,25,8,27,6
New Mexico,Lemons,20,31,10,10,12,32
New Mexico,Agave,27,22,27,10,44,21
New Mexico,Thyme,9,7,21,0,38,37
New Mexico,Millet Grass,41,43,37,23,49,9
New Mexico,Tatsoi,0,30,33,50,16,30
New Mexico,Spinach,9,10,14,43,44,20
New Mexico,Garlic,49,27,45,45,34,45
New Mexico,Cauliflower,49,28,48,44,25,24
New Mexico,Aloe,34,47,17,6,48,12
New Mexico,Tatsoi,47,12,24,31,50,41
New Mexico,Snap Beans,41,21,12,44,43,48
New Mexico,Millet Grass,39,2,37,44,10,49
New Mexico,Fonio,20,25,11,27,18,49
New Mexico,Monkey Orange,46,43,18,12,42,44
New Mexico,Echinacea,37,36,41,15,25,41
New Mexico,Oil Palm,15,0,6,5,17,20
New Mexico,Licorice,28,16,24,26,5,1
New Mexico,Watermelons,16,22,48,13,9,46
New Mexico,Hibiscus,25,48,29,1,46,6
New Mexico,Sweet Potatoes,35,49,37,11,34,33
New Mexico,Cocoa,5,34,9,43,29,34
New Mexico,Sorrel,4,27,29,31,15,44
New Mexico,Sage,30,21,37,35,32,46
New Mexico,Peanuts,11,33,24,3,32,19
New Mexico,Acai Berries,27,20,5,27,47,44
New Mexico,Papayas,4,20,21,27,41,18
New Mexico,Yellow Squash,37,23,39,23,43,20
New Mexico,Habanero,41,10,4,42,26,40
New Mexico,Acai Berries,3,6,9,36,7,8
New Mexico,Garlic,1,23,9,32,23,29
New Mexico,Rubber Tree,49,47,36,12,44,50
New Mexico,Dandelion Greens,43,12,16,45,16,13
New Mexico,Soursop,47,33,49,8,36,4
New Mexico,Yams,25,39,27,3,37,31
New Mexico,Dragonfruit,15,32,24,47,44,20
New Mexico,Echinacea,26,16,25,39,44,19
New Mexico,Bell Pepper (Red),15,7,42,45,40,24
New Mexico,Lychees,3,5,26,39,14,47
New Mexico,Ryegrass,36,10,26,10,45,47
New Mexico,Artichokes,4,33,9,18,26,29
New Mexico,Sweet Potatoes,0,36,19,41,16,44
New Mexico,Dates,27,7,3,46,7,0
New Mexico,Yerba Mate,21,39,36,5,37,39
New Mexico,Noni Fruit,20,33,28,4,48,4
New Mexico,Turnips,7,41,43,49,25,7
New Mexico,Anaheim Pepper,42,35,31,24,45,19
New Mexico,Cantaloupes,43,5,48,8,27,23
New Mexico,Coconuts,19,17,50,39,6,34
New Mexico,Nectarines,4,50,34,17,20,42
New Mexico,Apricots,1,32,11,32,8,16
New Mexico,Teff,22,36,38,28,26,17
New Mexico,Longan,32,13,28,24,2,12
New Mexico,Coriander,33,23,14,37,26,9
New Mexico,Okra,43,50,44,35,29,9
New Mexico,Nectarines,27,10,35,8,21,42
New Mexico,Butternut Squash,41,5,11,16,17,45
New Mexico,Pinto Beans,26,9,11,14,29,38
New Mexico,St. John's Wort,40,47,50,40,3,7
New Mexico,Lychees,3,16,40,39,36,20
New Mexico,Sudan Grass,18,18,23,1,14,8
New Mexico,Bahiagrass,35,30,19,18,21,0
New Mexico,Peas,32,50,44,9,40,2
New Mexico,Nectarines,42,3,33,45,10,7
New Mexico,Kidney Beans,43,47,35,30,15,1
New Mexico,Walnuts,50,35,2,48,22,46
New Mexico,Coconuts,14,46,44,34,0,8
New Mexico,Licorice,42,24,31,12,43,23
New Mexico,Cork Oak,16,18,37,43,20,16
New Mexico,Pears,27,32,11,5,31,29
New Mexico,Kava,26,12,18,33,2,22
New Mexico,Melons,7,14,45,19,49,23
New Mexico,Pepino Melon,26,38,27,35,17,45
New Mexico,Lemons,42,23,29,0,45,36
New Mexico,Peas,15,31,14,37,38,5
New Mexico,Oil Palm,21,46,30,34,43,0
New Mexico,Onions,44,50,44,46,25,39
New Mexico,Tea,7,4,0,24,0,7
New Mexico,Oats,8,49,43,46,46,34
New Mexico,Avocado,0,39,14,1,40,24
New Mexico,Bitter Melon,17,46,33,5,25,39
New Mexico,Coconuts,39,26,0,0,45,43
New Mexico,Pinto Beans,48,31,50,5,25,44
New Mexico,Cantaloupes,7,49,36,36,33,15
New Mexico,Bay Leaves,35,32,48,28,2,35
New Mexico,Blackberries,17,37,32,41,28,21
New Mexico,Gooseberries,19,9,18,9,37,23
New Mexico,Cucumbers,13,44,46,26,17,20
New Mexico,Maca,35,43,34,4,47,44
New Mexico,Cranberries,21,46,46,44,35,14
New Mexico,Cardamom,23,12,42,30,45,26
New Mexico,Hemp,31,10,4,20,14,7
New Mexico,Cloves,16,31,34,47,13,39
New Mexico,Walnuts,38,4,43,35,35,42
New Mexico,Dates,41,2,43,13,2,2
New Mexico,Peaches,2,20,41,35,13,14
New Mexico,Tabasco,44,15,35,23,10,28
New Mexico,Arugula,24,29,20,7,41,10
New Mexico,Eggplants,25,10,45,9,4,22
New Mexico,Triticale,43,8,46,12,35,2
New Mexico,Pears,42,49,43,21,18,43
New Mexico,Sweet Potatoes,29,37,31,24,42,47
New Mexico,Red Banana,18,39,39,16,16,43
New Mexico,Rice,10,48,10,50,13,43
New Mexico,Sugarcane,21,47,32,47,12,1
New Mexico,Elderberries,6,18,23,48,30,45
New Mexico,Serrano,36,48,16,20,44,21
New Mexico,Brussels Sprouts,13,39,7,48,8,50
New Mexico,Soybeans,2,24,21,13,48,28
New Mexico,Breadfruit Tree,32,50,29,48,18,38
New Mexico,Papayas,31,4,4,3,13,9
New Mexico,Henna,14,31,34,2,39,14
New Mexico,Fennel,1,35,22,7,46,36
New Mexico,Kapok,28,0,36,40,12,0
New Mexico,Bell Pepper (Green),30,6,0,1,33,0
New Mexico,Macadamia Nuts,7,27,17,5,9,8
New Mexico,Olive Tree,40,2,1,1,50,16
New Mexico,Poblano Pepper,22,46,15,7,30,4
New Mexico,St. John's Wort,13,44,1,23,14,16
New Mexico,Okra,16,4,26,19,14,13
New Mexico,Sapote,28,22,39,41,40,7
New Mexico,Kenaf,10,21,44,20,22,45
New Mexico,Starfruit,32,40,11,10,33,21
New Mexico,Pepino Melon,16,45,32,42,2,5
New Mexico,Goosefoot,6,48,13,26,27,37
New Mexico,Blueberries,31,5,23,43,29,13
New Mexico,Velvet Beans,36,22,18,43,37,48
New Mexico,Tobacco,43,33,19,36,42,46
New Mexico,Oil Palm,12,40,5,12,47,2
New Mexico,Hazelnuts,5,47,30,12,2,21
New Mexico,Parsnips,16,10,9,39,47,27
New Mexico,Sunflowers,11,30,26,11,35,48
New Mexico,Sugar Beets,29,47,30,10,25,36
New Mexico,Fennel Seeds,47,29,48,8,47,1
New Mexico,Serrano,46,3,26,33,14,27
New Mexico,Cashew Apple,7,25,35,40,14,37
New Mexico,Breadfruit,32,23,16,29,10,0
New Mexico,Turmeric,38,47,8,19,37,44
New Mexico,Bell Peppers,2,26,18,48,40,22
New Mexico,Turmeric,42,21,23,17,48,30
New Mexico,Fava Beans,36,18,36,28,44,38
New Mexico,Grapefruits,26,13,10,17,31,13
New Mexico,Banana Pepper,19,11,0,47,13,23
New Mexico,Noni Fruit,42,18,14,13,47,47
New Mexico,Caraway,27,42,49,12,34,0
New Mexico,Goosefoot,34,14,45,26,44,33
New Mexico,Brussels Sprouts,8,6,36,45,28,28
New Mexico,Zucchini,5,50,49,6,0,16
New Mexico,Teff,34,26,24,35,44,33
New Mexico,Safflower,5,11,15,42,45,32
New Mexico,Loquat,14,27,34,4,20,18
New Mexico,Barley,7,41,2,4,17,33
New Mexico,Rambutans,16,20,48,36,16,28
New Mexico,Eggplants,49,28,5,15,13,20
New Mexico,Bahiagrass,1,20,29,49,11,17
New Mexico,Marigold,16,43,39,49,35,9
New Mexico,Rose Apples,45,17,6,33,8,42
New Mexico,Tabasco,23,27,25,14,25,10
New Mexico,Oregano,2,27,32,20,5,8
New Mexico,Bell Pepper (Green),7,30,22,28,42,13
New Mexico,St. John's Wort,39,17,0,23,1,5
New Mexico,Collard Greens,14,21,34,9,37,12
New Mexico,Juniper Berries,14,42,23,36,18,38
New Mexico,Almonds,44,5,22,34,1,46
New Mexico,Bitter Melon,29,30,30,23,27,3
New Mexico,Plums,48,36,50,22,10,34
New Mexico,Bok Choy,3,36,0,13,24,20
New Mexico,Jabuticaba,8,26,29,9,23,46
New Mexico,Asparagus,22,15,3,33,21,4
New Mexico,Limes,11,35,49,2,1,9
New Mexico,Coffee,49,33,48,35,38,39
New Mexico,Salak,17,4,29,32,12,47
New Mexico,Banana Pepper,12,14,26,39,27,11
New Mexico,Kiwifruit,41,41,5,25,11,16
New Mexico,Guavas,50,8,13,10,1,3
New Mexico,Neem,40,43,13,32,38,3
New Mexico,Neem,45,44,24,43,50,12
New Mexico,Bamboo Shoots,45,8,6,28,45,22
New Mexico,Echinacea,31,47,44,6,45,6
New Mexico,Rubber Tree,36,3,18,30,40,45
New Mexico,Valerian,43,13,21,38,2,10
New Mexico,Snap Beans,43,32,42,14,9,34
New Mexico,Jabuticaba,36,14,23,31,0,46
New Mexico,Valerian,46,16,12,39,0,29
New Mexico,Bell Peppers,1,24,27,30,31,36
New Mexico,Saffron,43,31,11,9,46,35
New Mexico,Goosefoot,49,38,34,0,26,14
New Mexico,Beets,41,17,41,37,22,19
New Mexico,Thyme,23,29,43,36,36,36
New Mexico,Sorrel,36,10,9,18,11,2
New Mexico,Rubber Tree,26,23,50,26,45,23
New Mexico,Mizuna,39,8,42,22,44,40
New Mexico,Celery,46,1,39,19,37,22
New Mexico,Apples,26,40,25,50,37,17
New Mexico,Triticale,13,41,38,0,41,6
New Mexico,Camelina,18,46,8,11,34,25
New Mexico,Goosefoot,9,46,43,17,6,7
New Mexico,Woad,15,17,8,49,31,12
New Mexico,Water Chestnuts,36,18,22,6,38,36
New Mexico,Noni Fruit,24,21,21,12,13,2
New Mexico,Canola,6,4,8,34,35,2
New Mexico,Teak,16,50,1,5,15,17
New Mexico,Flaxseed,0,32,46,49,48,23
New Mexico,Leeks,50,39,41,49,40,48
New Mexico,Cottonseed,6,23,42,12,8,2
New Mexico,Ginseng,39,12,3,25,6,12
New Mexico,Teak,18,43,32,22,21,8
New Mexico,Quinoa,29,32,15,39,30,10
New Mexico,Cabbage,35,23,0,29,48,10
New Mexico,Kale,50,15,24,35,7,29
New Mexico,Watermelons,3,28,34,29,12,21
New Mexico,Mustard Seeds,33,22,19,23,6,47
New Mexico,Sugarcane,50,9,21,38,31,10
New Mexico,Cilantro,35,9,50,41,28,35
New Mexico,Water Chestnuts,28,43,7,21,13,28
New Mexico,Marigold,9,44,11,49,37,43
New Mexico,Pomegranates,5,23,31,32,3,21
New Mexico,Amaranth,7,38,31,50,29,24
New Mexico,Bell Pepper (Green),27,45,17,36,4,14
New Mexico,Endive,17,41,49,1,10,0
New Mexico,Soursop,28,13,12,35,49,15
New Mexico,Sugar Beets,15,0,1,41,41,46
New Mexico,Bell Pepper (Yellow),12,6,14,14,25,15
New Mexico,Bahiagrass,35,48,24,50,40,31
New Mexico,Bell Pepper (Yellow),15,25,35,10,44,34
New Mexico,Soybeans,10,34,7,32,6,45
New Mexico,Chinese Broccoli,43,0,30,2,9,10
New Mexico,Barley,43,40,21,1,1,50
New Mexico,Anise,29,38,30,28,4,19
New Mexico,Soursop,39,48,42,33,22,7
New Mexico,Sesame,34,41,37,39,9,33
New Mexico,Turnips,24,47,26,26,31,22
New Mexico,Alfalfa,13,0,41,32,3,48
New Mexico,Cashew Apple,4,43,10,25,49,11
New Mexico,Saffron,14,1,27,17,13,41
New Mexico,Winged Beans,18,47,44,17,45,0
New Mexico,Arugula,44,48,12,13,33,24
New Mexico,Rhodiola,47,47,44,42,49,28
New Mexico,St. John's Wort,34,36,34,29,36,46
New Mexico,Jalapeño,39,16,46,31,32,5
New Mexico,Acai Berries,9,32,49,17,36,15
New Mexico,Watercress,18,21,24,32,20,0
New Mexico,Oranges,22,6,30,25,38,18
New Mexico,Bamboo,30,35,4,35,37,18
New Mexico,Mulberry Tree,25,27,47,27,43,15
New Mexico,Leeks,27,1,25,17,17,13
New Mexico,Chives,17,23,28,14,22,10
New Mexico,Celery,43,35,30,46,8,32
New Mexico,Guar,34,28,31,1,17,29
New Mexico,Salak,6,12,4,41,47,47
New Mexico,Jalapeño,29,13,43,42,25,15
New Mexico,Anise,25,1,30,11,1,17
New Mexico,Poblano Pepper,9,9,8,44,4,26
New Mexico,Bamboo Shoots,26,12,19,32,17,22
New Mexico,Onions,49,0,24,33,20,12
New Mexico,Black Pepper,38,38,26,6,35,5
New Mexico,Durian,6,13,23,9,22,46
New Mexico,Blue Java Banana,17,43,24,39,19,16
New Mexico,Flaxseed,37,17,6,38,4,14
New Mexico,Willow,47,21,43,29,8,10
New Mexico,Sorghum,4,10,8,41,37,0
New Mexico,Bell Peppers,41,14,37,31,30,43
New Mexico,Serrano,19,50,33,49,0,43
New Mexico,Chives,46,41,14,29,43,21
New Mexico,Agave,46,3,28,24,41,33
New Mexico,Lettuce,7,2,46,6,37,24
New Mexico,Blueberries,41,41,8,6,48,25
New Mexico,Bananas,20,0,45,38,34,39
New Mexico,Canola,3,41,46,44,12,18
New Mexico,Rutabagas,13,49,12,16,13,31
New Mexico,Carrots,49,47,40,8,18,31
New Mexico,Arnica,42,37,0,50,48,39
New Mexico,Cashews,14,18,26,50,47,0
New Mexico,Amaranth,29,21,42,46,21,50
New Mexico,Turnips,32,14,15,29,16,33
New Mexico,Bitter Melon,47,33,36,13,12,27
New Mexico,Bitter Melon,5,19,27,10,14,36
New Mexico,Teak,46,20,9,19,2,15
New Mexico,Wheat,21,16,15,33,33,39
New Mexico,Limes,20,20,24,8,35,1
New Mexico,Pinto Beans,12,0,3,41,49,21
New Mexico,Onions,48,39,48,49,50,26
New Mexico,Coffee,14,3,19,46,29,37
New Mexico,Olive,47,14,4,29,26,28
New Mexico,Bahiagrass,45,33,37,35,49,49
New Mexico,Kale,14,13,0,24,18,50
New Mexico,Rose Apples,3,2,14,38,49,34
New Mexico,Coconut Palm,6,6,7,20,36,27
New Mexico,Radishes,47,38,44,27,42,26
New Mexico,Karanda,37,37,39,31,3,18
New Mexico,Dandelion Greens,23,41,21,47,37,49
New Mexico,Cottonseed,5,44,0,10,3,0
New Mexico,Tamarinds,31,49,1,14,26,36
New Mexico,Black Beans,47,37,7,49,33,46
New Mexico,Poblano Pepper,4,22,13,48,22,48
New Mexico,Cassava,29,7,25,37,18,37
New Mexico,Apricots,23,46,29,19,31,20
New Mexico,Oranges,33,9,17,45,49,40
New Mexico,Blackberries,19,1,24,6,2,19
New Mexico,Mesquite,48,38,28,19,6,49
New Mexico,Acerola,34,2,35,40,50,14
New Mexico,Coconut Palm,39,7,11,40,45,39
New Mexico,Endive,16,29,33,50,8,13
New Mexico,Cabbage,46,44,17,43,25,28
New Mexico,Sorghum Grass,27,35,31,29,10,9
New Mexico,Aloe Vera,14,45,18,0,11,19
New Mexico,Eucalyptus,4,45,18,1,25,28
New Mexico,Camelina,3,43,41,46,1,34
New Mexico,Bell Peppers,48,29,0,48,2,20
New Mexico,Bitter Melon,1,41,42,35,3,9
New Mexico,Kenaf,6,32,47,19,28,29
New Mexico,Tarragon,19,18,22,11,35,35
New Mexico,Indigo,49,47,50,42,22,9
New Mexico,Mangosteens,18,30,43,25,39,2
New Mexico,Cinnamon,39,49,33,20,9,39
New Mexico,Cassava,4,12,32,27,41,10
New Mexico,Camu Camu,26,15,48,16,0,42
New Mexico,Pears,47,35,25,31,26,18
New Mexico,Sorrel,17,18,50,19,2,36
New Mexico,Strawberries,6,8,10,44,16,50
New Mexico,Millet Grass,49,4,38,34,11,12
New Mexico,Cilantro,50,39,26,4,36,22
New Mexico,Sapodilla,50,30,32,23,37,14
New Mexico,Cilantro,39,22,21,11,15,23
New Mexico,Kapok,46,43,16,8,34,45
New Mexico,Mulberry Tree,20,36,38,12,12,19
New Mexico,Camu Camu,46,49,29,22,41,11
New Mexico,Cherimoya,17,14,23,47,17,41
New Mexico,Collard Greens,46,37,48,49,25,32
New Mexico,Blackberries,6,0,31,3,20,50
New Mexico,Jicama,9,5,17,8,32,3
New Mexico,Asparagus,26,35,7,47,5,27
New Mexico,Sorrel,34,24,50,26,49,19
New Mexico,Karanda,29,13,41,19,40,31
New Mexico,Yerba Mate,44,47,4,19,21,42
New Mexico,Chickpeas,28,22,45,26,3,33
New Mexico,Bananas,10,17,48,19,33,33
New Mexico,Figs,15,25,42,44,6,45
New Mexico,Nutmeg,28,6,41,35,47,32
New Mexico,Watermelons,45,38,23,3,3,49
New Mexico,Zucchini,23,2,7,19,30,22
New Mexico,Limes,17,40,18,2,21,37
New Mexico,Papayas,43,13,11,46,27,45
New Mexico,Guar,37,21,22,38,24,28
New Mexico,Pepino Melon,12,46,22,6,34,10
New Mexico,Caimito,20,23,22,9,23,11
New Mexico,Elderberries,40,31,31,10,13,48
New Mexico,Tobacco,17,17,32,10,17,0
New Mexico,Acerola,43,37,3,26,10,47
New Mexico,Caimito,32,47,48,15,29,6
New Mexico,Bamboo,22,4,7,21,30,27
New Mexico,Caraway,34,5,32,25,45,23
New Mexico,Bananas,50,36,15,43,5,34
New Mexico,Dates,36,32,20,3,22,18
New Mexico,Sesame,19,43,49,30,3,30
New Mexico,Tomatillo,20,18,26,2,21,6
New Mexico,Blue Java Banana,5,6,48,31,14,42
New Mexico,Pinto Beans,36,50,44,19,20,19
New Mexico,Bok Choy,43,45,21,27,24,32
New Mexico,Napa Cabbage,6,29,3,45,43,29
New Mexico,Taro,5,22,14,22,49,9
New Mexico,Agave,0,23,48,14,6,21
New Mexico,Fennel Seeds,40,30,34,6,2,41
New Mexico,Safflower,25,47,27,35,8,42
New Mexico,Macadamia Nuts,31,38,1,21,50,28
New Mexico,Quinoa,24,34,47,40,1,16
New Mexico,Watermelons,33,42,25,36,35,7
New Mexico,Sage,33,8,37,30,41,48
New Mexico,Thyme,6,6,24,35,50,9
New Mexico,Macadamia Nuts,50,6,41,30,46,47
New Mexico,Chili Peppers,24,8,4,4,17,18
New Mexico,Zucchini,14,37,25,15,40,0
New Mexico,Honeydew,34,46,42,25,50,27
New Mexico,Kenaf,22,28,29,20,28,21
New Mexico,Aloe Vera,41,3,2,36,31,1
New Mexico,Plums,31,38,14,11,40,29
New Mexico,Amaranth,25,3,22,11,34,3
New Mexico,Acorn Squash,15,20,30,44,22,33
New Mexico,Basil,50,19,20,49,18,19
New Mexico,Tomatillo,15,4,45,40,33,50
New Mexico,Tobacco,5,43,41,33,30,40
New Mexico,Mustard Greens,15,46,6,5,19,5
New Mexico,Cashew Apple,40,48,48,40,25,23
New Mexico,Grapes,33,41,50,41,42,2
New Mexico,Persimmons,37,21,42,18,37,24
New Mexico,Barley,42,49,15,30,39,48
New Mexico,Wheat,38,29,45,26,41,41
New Mexico,Swiss Chard,0,22,3,37,21,34
New Mexico,Clementines,11,4,17,49,36,21
New York,Aloe Vera,45,36,47,32,4,38
New York,Millet Grass,43,13,45,31,29,50
New York,Plantains,15,39,7,6,20,25
New York,Kapok,3,27,30,2,7,18
New York,Longan,45,0,28,41,32,37
New York,Rambai,29,29,14,17,49,40
New York,Ginseng,21,47,6,32,19,46
New York,Fennel,11,21,15,50,30,46
New York,Bell Pepper (Green),28,14,22,7,19,48
New York,Mahogany,21,47,44,39,1,33
New York,Maize,4,43,41,28,44,26
New York,Sapote,0,43,4,49,25,1
New York,Walnuts,35,41,36,18,23,13
New York,Cabbage,0,16,21,30,12,41
New York,Kenaf,46,30,26,36,49,19
New York,Kenaf,13,29,44,6,2,5
New York,Pomegranates,29,27,43,35,14,18
New York,Plantains,16,19,9,8,17,27
New York,Turnips,41,37,21,31,49,30
New York,Millet Grass,29,40,18,4,22,7
New York,Tomatillo,48,37,33,29,13,27
New York,Cranberries,39,49,17,46,15,22
New York,Millet Grass,4,1,14,17,1,22
New York,Coconut Palm,39,48,42,47,45,39
New York,Pawpaw,10,13,19,35,39,50
New York,Sunflowers,34,43,1,29,4,40
New York,Asparagus,23,31,5,16,2,12
New York,Passionfruit,26,11,47,15,11,45
New York,Asafoetida,36,24,0,45,9,34
New York,Anaheim Pepper,16,32,4,4,29,39
New York,Nectarines,23,24,11,23,10,9
New York,Licorice,43,42,15,24,23,8
New York,Chickpeas,6,48,18,20,11,26
New York,Watermelons,12,49,33,47,33,34
New York,Madder,34,0,28,39,0,39
