US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
New Hampshire,"Sesame",21,14,11,16,38,14
New Hampshire,"Jerusalem Artichoke",1,39,38,49,33,37
New Hampshire,"Deadnettle",41,40,28,32,29,0
New Hampshire,"Tarragon",43,12,43,23,1,11
New Hampshire,"Bitter Melon",17,32,21,38,44,49
New Hampshire,"Fig Tree",30,42,5,1,25,35
New Hampshire,"Giant Ragweed",46,48,6,27,8,14
New Hampshire,"Winged Beans",42,17,33,13,35,20
New Hampshire,"Common Ragwort",23,3,50,7,1,50
New Hampshire,"Coriander",5,7,12,29,32,22
New Hampshire,"Acai Berries",7,13,8,28,46,19
New Hampshire,"Fellenwort",41,33,28,17,20,10
New Hampshire,"Sapote",22,8,30,37,1,17
New Hampshire,"Pistachios",7,15,33,28,38,19
New Hampshire,"Borage",36,27,17,35,6,47
New Hampshire,"Pumpkins",21,9,20,24,15,33
New Hampshire,"Dill",0,5,49,42,23,14
New Hampshire,"Dame's Rocket",32,50,26,12,41,17
New Hampshire,"Lamb's Lettuce",25,31,1,32,18,43
New Hampshire,"Cardamom",19,36,9,18,1,21
New Hampshire,"Ghost Pepper",43,42,30,3,0,50
New Hampshire,"Almond",43,22,28,15,32,19
New Hampshire,"Bird's Nest",0,9,30,42,49,34
New Hampshire,"Ginseng",44,36,15,50,31,45
New Hampshire,"Poblano Pepper",35,3,27,45,10,16
New Hampshire,"Serrano",33,15,35,26,32,43
New Hampshire,"Rocket",40,20,23,21,25,50
New Hampshire,"Madder",41,5,22,32,15,26
New Hampshire,"Cress",49,7,50,18,38,26
New Hampshire,"Olive",11,1,3,22,38,3
New Hampshire,"Willow",33,22,0,42,44,23
New Hampshire,"Lima Beans",6,38,15,0,4,29
New Hampshire,"Mint Balm",30,48,15,16,30,19
New Hampshire,"Licorice",25,45,37,42,33,32
New Hampshire,"Blackberry",20,46,30,30,7,9
New Hampshire,"Apricots",11,29,20,5,32,2
New Hampshire,"Longan",12,15,3,23,3,32
New Hampshire,"Sorghum",10,42,13,12,36,3
New Hampshire,"Brown Betty",48,30,44,9,37,1
New Hampshire,"Pepino Melon",37,27,38,20,3,48
New Hampshire,"Redweed",0,14,42,26,3,31
New Hampshire,"Eastern Redbud",24,37,49,3,21,41
New Hampshire,"Cantaloupes",5,36,44,18,8,35
New Hampshire,"Rubber Tree",17,9,37,23,30,39
New Hampshire,"Chili Peppers",44,49,8,32,18,19
New Hampshire,"Mustard Greens",19,5,10,20,10,28
New Hampshire,"Langsat",32,25,45,31,33,16
New Hampshire,"Leeks",34,10,45,22,31,18
New Hampshire,"Snap Beans",19,42,17,35,38,27
New Hampshire,"Oregano",36,21,14,49,35,21
New Jersey,"Lychees",29,40,0,17,35,42
New Jersey,"Hemp",8,12,43,24,49,2
New Jersey,"Common Ragwort",20,41,21,40,25,48
New Jersey,"Lima Beans",4,29,20,50,35,49
New Jersey,"Gooseberries",33,25,28,41,45,43
New Jersey,"Woad",4,25,28,2,3,2
New Jersey,"Olive",42,24,16,48,24,15
New Jersey,"Rubber Tree",36,22,13,50,12,18
New Jersey,"Dogwood",9,15,36,24,13,27
New Jersey,"Fennel",34,9,29,36,12,37
New Jersey,"Barley",17,3,13,50,13,16
New Jersey,"Ghost Pepper",31,17,39,19,43,15
New Jersey,"Cucumbers",48,27,22,7,38,45
New Jersey,"Persimmons",41,34,16,32,48,19
New Jersey,"Breadfruit",42,19,21,43,16,5
New Jersey,"Garlic",2,17,6,24,17,41
New Jersey,"Tarragon",5,33,15,38,32,14
New Jersey,"Multiflora Rose",29,44,46,4,6,32
New Jersey,"Pepino Melon",10,35,20,21,25,50
New Jersey,"Yellow Squash",45,36,47,39,26,1
New Jersey,"Fumewort",35,18,18,43,49,11
New Jersey,"Mesquite",30,11,16,16,40,7
New Jersey,"Raspberry",10,2,6,39,32,25
New Jersey,"Aloe Vera",6,19,46,24,14,12
New Jersey,"Coconuts",35,46,12,3,7,3
New Jersey,"Western Redbud",18,5,20,31,7,4
New Jersey,"Karanda",47,2,31,45,20,41
New Jersey,"Jalapeño",4,17,31,22,31,23
New Jersey,"Buckwheat",23,20,26,41,3,19
New Jersey,"Yerba Mate",21,4,35,40,2,0
New Jersey,"Pawpaw",18,15,10,47,34,41
New Jersey,"Date Palm",29,4,48,23,50,22
New Jersey,"Tangerines",40,0,29,14,39,3
New Jersey,"Licorice",23,7,37,33,3,40
New Jersey,"Sesame",4,16,30,1,40,12
New Jersey,"Blue Java Banana",4,16,20,46,26,20
New Jersey,"Bird of Paradise",16,38,44,14,37,29
New Jersey,"Blueberry",4,12,20,30,47,44
New Jersey,"Elegant Lupine",50,7,27,44,36,37
New Jersey,"Aloe",1,11,15,8,29,50
New Jersey,"Echinacea",14,1,9,10,14,23
New Jersey,"Canola",20,48,5,24,22,13
New Jersey,"Fennel Seeds",11,23,12,41,3,42
New Jersey,"Caraway",20,41,25,20,7,24
New Jersey,"Yarrow",9,21,17,26,27,21
New Jersey,"Potatoes",31,22,29,34,37,31
New Jersey,"Cloves",47,7,29,9,48,10
New Jersey,"Rose",12,20,23,35,17,4
New Jersey,"Bola Verde",46,38,49,35,40,18
New Jersey,"Acorn Squash",34,17,15,11,30,0
New Jersey,"Wax Gourd",29,41,49,36,29,5
New Jersey,"Acerola",44,30,6,48,2,49
New Jersey,"Desert Rose",35,18,37,17,6,18
New Jersey,"Millet Grass",43,40,22,35,2,18
New Jersey,"Tatsoi",26,41,4,39,44,50
New Jersey,"Snap Beans",26,39,31,29,25,34
New Jersey,"Currants",2,27,30,6,22,12
New Jersey,"Borage",50,44,15,35,14,10
New Jersey,"Red Ink Plant",5,25,48,42,43,48
New Jersey,"Oil Palm",14,6,40,13,20,13
New Jersey,"Anaheim Pepper",6,45,18,28,41,48
New Jersey,"African Sheepbush",27,8,25,25,34,34
New Jersey,"Goosefoot",9,1,4,11,22,45
New Jersey,"Broccoli",43,17,2,35,6,22
New Jersey,"Pineapples",12,31,11,21,50,24
New Jersey,"Almonds",49,19,42,2,3,2
New Jersey,"Salsify",11,34,37,30,45,43
New Jersey,"Arrowwood",35,20,8,12,19,40
New Jersey,"Sweet Clover",0,6,15,15,29,13
New Jersey,"Jatropha",21,50,16,23,33,28
New Jersey,"Timothy Grass",7,45,18,10,26,18
New Jersey,"Henna",25,22,23,33,34,16
New Jersey,"Caimito",31,2,47,22,37,41
New Jersey,"Oranges",37,49,37,45,1,16
New Jersey,"Apricots",43,26,45,6,11,46
New Jersey,"Oats",39,46,46,33,41,5
New Jersey,"Great Ragweed",16,6,36,29,33,40
New Jersey,"Feverbush",31,18,3,30,30,36
New Jersey,"Kudzu",33,29,29,28,28,1
New Jersey,"Walnuts",20,3,24,13,6,12
New Jersey,"Canary Grass",23,12,10,2,27,34
New Jersey,"Dill",4,3,35,41,16,15
New Jersey,"Foxglove",0,5,25,34,13,27
New Jersey,"Triticale",9,3,50,7,2,6
New Jersey,"Clover",49,24,43,0,24,10
New Jersey,"Horseradish",7,7,7,35,5,24
New Jersey,"White Melilot",30,32,40,35,44,21
New Jersey,"Catnip",6,14,4,45,41,14
New Jersey,"Radical Weed",16,37,4,29,14,46
New Jersey,"Brazil Nuts",39,46,11,40,33,33
New Jersey,"Para Grass",4,5,37,27,7,37
New Jersey,"Tabasco",43,7,29,30,21,32
New Jersey,"Rantipole",46,48,37,20,40,4
New Jersey,"Soybeans",3,7,32,14,38,43
New Jersey,"Kohlrabi",26,18,48,49,41,49
New Jersey,"Butternut Squash",49,4,17,33,25,24
New Jersey,"Broadleaf",19,32,23,2,36,25
New Jersey,"Madder",11,40,17,26,15,47
New Jersey,"Winged Beans",3,13,46,42,39,9
New Jersey,"Cayenne Pepper",38,24,44,38,48,36
New Jersey,"Camu Camu",26,22,31,47,12,5
New Jersey,"Chives",36,0,43,13,41,5
New Jersey,"Oxford Ragwort",7,20,11,26,32,5
New Jersey,"Parsnips",16,6,42,36,14,6
New Jersey,"Anise",35,19,27,4,9,34
New Jersey,"Lamb's Quarters",7,3,43,25,0,11
New Jersey,"Sugarcane",24,47,37,47,37,36
New Jersey,"Honeydew",1,13,12,5,31,46
New Jersey,"Sugar Beets",33,21,13,26,18,15
New Jersey,"Tossa Jute",11,41,24,10,33,19
New Jersey,"Mint",45,23,3,33,41,47
New Jersey,"Yams",2,34,16,33,36,7
New Jersey,"Dye-Leaves",28,13,10,17,15,26
New Jersey,"Devil's Bite",23,14,17,1,40,4
New Jersey,"Hops",2,39,19,17,30,14
New Jersey,"Grapes",0,45,0,29,30,0
New Jersey,"Drumstick",3,32,38,3,47,42
New Jersey,"Peaches",27,47,39,50,2,6
New Jersey,"Easter Orchid",22,28,9,25,28,37
New Jersey,"Cherimoya",4,50,43,45,40,14
New Jersey,"Pistachios",7,30,27,33,24,3
New Jersey,"Napa Cabbage",50,32,20,3,17,42
New Jersey,"Peas",35,7,47,45,13,17
New Jersey,"Limes",11,1,50,18,15,17
New Jersey,"Dragonfruit",11,47,5,9,24,18
New Jersey,"Olive Tree",29,30,9,20,33,21
New Jersey,"Brown Betty",35,14,7,31,22,26
New Jersey,"Dindle",45,41,23,4,1,42
New Jersey,"Field Forget-Me-Not",30,50,40,4,28,5
New Jersey,"Rocketcress",16,0,34,38,46,7
New Jersey,"Basil",4,11,29,5,35,24
New Jersey,"Ragwort",11,8,7,32,37,41
New Jersey,"Rambai",40,28,35,5,43,29
New Jersey,"Mesta Rapeseed",8,44,38,27,45,14
New Jersey,"Velvet Beans",44,15,35,9,26,3
New Jersey,"Coconut Palm",44,3,2,12,5,50
New Jersey,"White Sweetclover",38,13,26,27,47,6
New Jersey,"Dates",28,36,26,39,36,23
New Jersey,"Strawberries",48,32,47,4,30,35
New Jersey,"Onions",21,40,30,43,36,13
New Jersey,"Agave",39,2,17,17,29,2
New Jersey,"Baobab",11,2,43,41,49,50
New Jersey,"Cashews",26,14,19,12,40,37
New Jersey,"Alfalfa",0,45,26,36,19,4
New Jersey,"Bell Pepper (Yellow)",35,24,28,49,30,39
New Jersey,"Brussels Sprouts",7,33,22,6,42,20
New Jersey,"Felonwood",50,11,19,42,30,6
New Jersey,"Arfaj",4,33,31,42,32,1
New Jersey,"Melons",25,49,47,23,16,19
New Jersey,"Mahogany",17,14,27,8,42,20
New Jersey,"Sorghum",38,26,43,40,15,0
New Jersey,"Lemongrass",28,43,46,40,34,9
New Jersey,"Kale",26,12,37,37,26,48
New Jersey,"Dhaincha",39,3,6,50,21,19
New Jersey,"Clementines",32,2,0,20,43,8
New Jersey,"Bugle",6,34,31,29,8,37
New Jersey,"Turnips",0,14,12,11,23,9
New Jersey,"Rice",4,19,7,1,46,3
New Jersey,"Kapok",2,27,17,37,12,11
New Jersey,"Pumpkins",0,44,12,28,39,4
New Jersey,"Bindweed",19,3,28,0,31,48
New Jersey,"Pine Nut Tree",36,48,5,35,16,45
New Jersey,"Artichokes",36,21,25,16,3,15
New Jersey,"Radishes",24,46,48,46,7,41
New Jersey,"Kava",44,15,49,11,21,20
New Jersey,"Asparagus",13,49,31,31,1,39
New Jersey,"Nectarines",3,45,7,48,5,45
New Jersey,"Indigo",31,36,43,8,14,27
New Jersey,"Redbud",14,28,23,24,16,22
New Jersey,"Pitaya",10,47,26,2,8,49
New Jersey,"Kidney Beans",41,37,17,1,34,37
New Jersey,"Wormwood",29,9,5,23,10,29
New Jersey,"Raspberries",31,22,2,31,40,4
New Jersey,"Loquat",38,29,26,22,6,11
New Jersey,"Rosemary",31,4,8,24,38,41
New Jersey,"Bell Pepper (Red)",17,7,25,37,7,44
New Jersey,"Neem",38,30,17,18,46,45
New Jersey,"Extinguisher Moss",40,0,16,30,16,7
New Jersey,"Elderberries",8,37,6,27,46,25
New Jersey,"Shallots",1,9,16,28,27,13
New Jersey,"Rambutans",25,30,46,29,49,44
New Jersey,"Fellenwort",41,19,4,28,6,38
New Jersey,"Sapodilla",30,1,13,25,18,10
New Jersey,"Buffalo Weed",19,47,30,8,22,47
New Jersey,"Parsley",16,45,21,7,39,16
New Jersey,"Mustard Seeds",27,39,4,14,22,48
New Jersey,"Fava Beans",37,45,45,42,40,9
New Jersey,"Lotus",38,37,8,29,13,10
New Jersey,"Marsh Ragwort",41,6,9,45,33,23
New Jersey,"Safflower",15,23,39,12,1,8
New Jersey,"Guayule",18,38,8,36,46,8
New Jersey,"Brittlebush",18,35,9,46,26,30
New Jersey,"Birdsfoot Deervetch",30,4,3,26,27,38
New Jersey,"Daisy",45,26,41,4,29,5
New Jersey,"Maple Syrup Tree",48,13,50,18,10,28
New Jersey,"Pecans",6,46,16,42,49,47
New Jersey,"Purslane",4,24,43,40,23,31
New Jersey,"Coriander",44,37,35,5,45,4
New Jersey,"Purple Raspberry",31,20,24,38,19,7
New Jersey,"Amy Root",26,38,21,16,36,10
New Jersey,"Radicchio",27,21,37,35,13,34
New Jersey,"Baobab Fruit",44,16,2,24,17,16
New Jersey,"Noni Fruit",42,22,46,38,20,3
New Jersey,"St. John's Wort",33,31,18,32,5,30
New Jersey,"Langsat",19,22,4,30,31,34
New Jersey,"Judas-Tree",44,4,11,44,34,26
New Jersey,"Turmeric",48,15,11,49,48,27
New Jersey,"Bear Corn",44,11,12,5,0,30
New Jersey,"Mizuna",13,30,6,30,7,10
New Jersey,"Sage",18,5,10,14,16,5
New Jersey,"Teak",34,8,50,33,47,2
New Jersey,"Longan",37,46,5,34,33,18
New Jersey,"Jerusalem Artichoke",26,48,10,42,47,5
New Jersey,"Elderberry",44,22,34,21,27,16
New Jersey,"Tomatoes",19,47,39,49,6,38
New Jersey,"Sunflowers",38,36,25,22,49,32
New Jersey,"Roadweed",45,40,15,40,26,20
New Jersey,"Elephant Apple",24,32,10,37,33,24
New Jersey,"Ambrosia",45,47,11,18,50,5
New Jersey,"Common Ragweed",21,8,32,6,25,41
New Jersey,"Cottonseed",10,46,30,2,47,23
New Jersey,"Cashew Apple",11,38,14,48,3,45
New Jersey,"Butterfly Flower",18,35,33,45,13,23
New Jersey,"Bokhara Clover",44,32,45,21,31,46
New Jersey,"Peanuts",0,44,46,25,50,23
New Jersey,"Napier Grass",26,10,47,26,0,31
New Jersey,"Ginseng",31,45,13,25,2,10
New Jersey,"Cranberries",3,22,24,29,1,34
New Jersey,"Banana Pepper",39,34,48,13,27,30
New Jersey,"Ribwort",19,49,12,7,42,17
New Jersey,"Cherries",44,39,22,28,6,9
New Jersey,"Musk Cucumber",33,19,25,21,36,46
New Jersey,"Chickpeas",41,29,41,41,38,1
New Jersey,"Dame's Rocket",10,34,50,10,45,33
New Jersey,"Lupins",17,15,32,35,3,9
New Jersey,"Dewberry",16,44,28,19,12,47
New Jersey,"Cowpeas",20,21,5,1,15,9
New Jersey,"Eucalyptus",48,18,14,5,37,38
New Jersey,"Poblano Pepper",44,34,33,37,44,35
New Jersey,"Cumin",37,25,10,49,31,44
New Jersey,"Bean",21,19,9,39,23,45
New Jersey,"Mangosteens",42,2,1,43,27,20
New Jersey,"Baby Rose",32,45,20,20,42,7
New Jersey,"Hoary Ragwort",3,19,33,21,27,23
New Jersey,"Endive",50,5,36,33,38,21
New Jersey,"Sunhemp",31,1,49,10,5,34
New Jersey,"Canabis",24,10,21,12,5,2
New Jersey,"Grapefruits",25,16,32,35,16,12
New Jersey,"Oregano",49,47,21,14,29,30
New Jersey,"Green Beans",23,11,48,18,40,12
New Jersey,"Amaranth",10,29,25,46,32,45
New Jersey,"Chigger Flower",12,7,18,13,39,0
New Jersey,"Chinese Broccoli",50,1,25,19,14,15
New Jersey,"Lotus Roots",17,3,25,21,31,41
New Jersey,"Bearberry",44,44,46,9,10,34
New Jersey,"Sweet Potatoes",47,33,7,26,45,10
New Jersey,"Bell Peppers",9,38,27,28,30,50
New Jersey,"Watercress",7,17,30,47,22,27
New Jersey,"Mung Beans",27,44,44,18,24,2
New Jersey,"Chickory",9,15,8,50,14,26
New Jersey,"Bay",39,10,10,37,13,37
New Jersey,"Cocoa",42,25,16,1,36,38
New Jersey,"Sainfoin",44,35,23,18,44,11
New Jersey,"Cabbage",13,1,11,22,1,12
New Jersey,"Cress",35,39,9,25,9,26
New Jersey,"Apples",49,20,32,40,18,30
New Jersey,"Fig Tree",27,41,3,46,24,46
New Jersey,"Nutmeg",6,49,36,26,42,7
New Jersey,"Kiwifruit",15,24,24,33,49,40
New Jersey,"Celery",27,17,50,19,37,28
New Jersey,"Felonwort",40,48,38,24,18,37
New Jersey,"Corn",34,50,43,3,43,42
New Jersey,"Dandelion Greens",22,30,15,5,15,9
New Jersey,"Duscle",27,13,4,16,24,13
New Jersey,"Bell Pepper (Green)",50,30,34,34,18,37
New Jersey,"Loofah",11,26,5,50,26,18
New Jersey,"Lavender",26,0,48,24,26,31
New Jersey,"Ti",38,8,25,20,32,6
New Jersey,"Water Chestnuts",47,27,25,8,47,38
New Jersey,"Bitterweed",13,40,34,9,32,12
New Jersey,"Black Raspberry",43,16,3,38,16,0
New Jersey,"Kenaf",44,40,11,1,6,0
New Jersey,"Flaxseed",29,12,18,46,43,28
New Jersey,"Plums",49,28,20,38,20,14
New Jersey,"Alder",29,45,34,41,29,8
New Jersey,"Plantains",10,15,21,18,48,50
New Jersey,"Mulberry Tree",3,16,7,14,1,4
New Jersey,"Bahiagrass",15,48,34,21,9,13
New Jersey,"Beets",44,17,33,48,35,17
New Jersey,"Gherkin",39,9,18,8,24,42
New Jersey,"Sudan Grass",46,32,14,38,10,24
New Jersey,"Cilantro",42,0,6,7,5,44
New Jersey,"Chard",15,11,50,2,0,0
New Jersey,"Winter Rocket",16,39,1,21,43,21
New Jersey,"Arnica",46,6,18,0,33,7
New Jersey,"Marigold",5,20,36,7,49,42
New Jersey,"Orchard Grass",34,0,6,4,50,0
New Jersey,"Arugula",7,45,13,47,23,40
New Jersey,"Redweed",13,10,17,19,4,11
New Jersey,"Guayusa",9,28,38,19,35,34
New Jersey,"Breadfruit Tree",17,21,42,48,0,17
New Jersey,"Dandelion",3,50,31,17,6,8
New Jersey,"Asafoetida",0,8,45,0,40,7
New Jersey,"Starfruit",2,30,13,28,31,6
New Jersey,"Okra",35,10,23,24,14,42
New Jersey,"Swiss Chard",49,43,13,40,26,22
New Jersey,"Mustard Greens",23,32,4,49,7,11
New Jersey,"Black-eyed Susan",42,33,4,28,22,17
New Jersey,"Pomegranates",29,43,37,37,6,12
New Jersey,"Pears",37,42,41,21,28,7
New Jersey,"Birch",41,35,26,36,13,30
New Jersey,"African Rice",7,30,36,45,15,40
New Jersey,"Snake Gourd",45,48,33,39,44,30
New Jersey,"Rocket",38,3,15,35,32,43
New Jersey,"Chamomile",0,32,4,11,36,14
New Jersey,"Feverfew",13,13,25,36,9,43
New Jersey,"Papayas",45,36,45,29,23,28
New Jersey,"Figs",0,26,46,46,47,42
New Jersey,"Chayote",19,2,8,41,33,31
New Jersey,"Camelina",12,48,2,43,41,0
New Jersey,"Rye",11,21,26,47,18,14
New Jersey,"Indian Fig",14,31,41,48,4,15
New Jersey,"Sweet Rocket",47,34,22,45,41,6
New Jersey,"Bamboo Shoots",19,10,39,2,30,49
New Jersey,"Taro",10,36,9,38,23,13
New Jersey,"Black Beans",17,24,45,29,34,9
New Jersey,"Cantaloupes",35,25,1,29,33,24
New Jersey,"Collard Greens",15,31,42,3,48,2
New Jersey,"Blackberry",31,44,46,17,20,16
New Jersey,"Pinto Beans",24,41,40,42,43,29
New Jersey,"Coffee",16,8,47,34,30,25
New Jersey,"Jackfruit",0,2,25,29,10,49
New Jersey,"Jicama",36,8,16,9,13,23
New Jersey,"Acai Berries",42,35,2,45,14,25
New Jersey,"Maize",20,4,4,5,1,32
New Jersey,"Arrowroot",46,24,43,36,27,45
New Jersey,"Angel Trumpet",26,28,43,36,38,5
New Jersey,"Rose Apples",3,47,20,0,34,16
New Jersey,"Rapeseed",20,48,37,7,49,9
New Jersey,"Salak",44,28,40,22,0,21
New Jersey,"Bitter Melon",4,17,32,35,8,19
New Jersey,"Eggplants",23,9,33,24,33,48
New Jersey,"Eastern Redbud",30,36,5,13,27,12
New Jersey,"Monkey Orange",47,46,20,1,5,18
New Jersey,"Black Pepper",7,1,32,48,34,31
New Jersey,"Flax",41,32,17,50,40,42
New Jersey,"Mint Balm",16,15,6,47,26,33
New Jersey,"Bluebell",21,46,34,36,49,22
New Jersey,"Macadamia Nuts",18,33,29,21,26,48
New Jersey,"Serrano",0,30,40,35,44,21
New Jersey,"Chicory",7,14,34,27,49,28
New Jersey,"Blue-of-the-heavens",31,15,23,43,15,8
New Jersey,"Red Banana",26,49,5,39,12,37
New Jersey,"Blueberries",40,5,25,15,36,48
New Jersey,"Pigeon Peas",0,38,48,50,36,12
New Jersey,"Sapote",9,2,12,11,31,50
New Jersey,"Blackberries",12,10,44,3,9,24
New Jersey,"Habanero",8,14,6,18,28,9
New Jersey,"Dwarf Wild Rose",21,48,4,37,4,20
New Jersey,"Bow-wood",32,37,11,30,37,21
New Jersey,"Spelt",30,43,49,46,6,12
New Jersey,"Evergreen Huckleberry",50,22,40,46,10,45
New Jersey,"Duck Retten",10,18,19,30,8,40
New Jersey,"Deadnettle",9,50,15,32,20,34
New Jersey,"Caper",41,30,0,37,19,39
New Jersey,"Fluxroot",5,48,49,10,6,23
New Jersey,"Chili Peppers",10,4,44,49,25,36
New Jersey,"Cauliflower",46,2,31,1,43,22
New Jersey,"Honey Clover",47,19,41,35,23,15
New Jersey,"Soursop",35,41,38,8,41,30
New Jersey,"Bittercress",40,32,49,15,47,11
New Jersey,"Apricot",41,23,10,1,43,36
New Jersey,"Teff",21,6,12,7,46,44
New Jersey,"Lentils",35,22,25,13,12,12
New Jersey,"Chrysanthemum",10,49,4,26,32,46
New Jersey,"Asian Rice",28,47,11,48,29,1
New Jersey,"Bay Leaves",13,42,18,18,13,48
New Jersey,"Bird's Nest",31,29,48,11,16,26
New Jersey,"Prairie Rose",29,42,27,23,47,11
New Jersey,"Earth Gall",41,13,6,22,38,16
New Jersey,"Maca",33,7,10,40,29,22
New Jersey,"Eytelia",47,28,35,28,43,42
New Jersey,"Sorghum Grass",11,41,9,19,49,27
New Jersey,"Brown-eyed Susan",29,8,23,49,47,23
New Jersey,"Guar",45,28,7,40,28,28
New Jersey,"Blackhaw",20,22,4,7,34,1
New Jersey,"Cork Oak",8,6,35,26,46,5
New Jersey,"Box",25,43,16,38,15,31
New Jersey,"Guavas",32,15,50,14,39,5
New Jersey,"Lamb's Lettuce",3,29,28,46,48,41
New Jersey,"Passionfruit",20,8,7,49,26,5
New Jersey,"Watermelons",22,9,37,28,11,49
New Jersey,"Calendula",42,40,48,27,44,36
New Jersey,"Lemons",34,50,31,4,19,36
New Jersey,"Rhodiola",49,27,46,18,6,42
New Jersey,"Zucchini",35,9,23,37,5,24
New Jersey,"Ash",38,29,41,3,33,17
New Jersey,"Tea",26,4,18,5,35,35
New Jersey,"Millet",32,17,9,11,45,23
New Jersey,"Japanese Millet",50,12,19,18,16,43
New Mexico,"Feverfew",22,45,40,12,15,39
New Mexico,"Turnips",49,35,49,0,28,43
New Mexico,"Eytelia",48,3,10,41,3,9
New Mexico,"Rocket",22,50,2,21,16,3
New Mexico,"Indian Fig",35,0,7,37,15,36
New Mexico,"Chayote",36,31,25,8,24,7
New Mexico,"White Sweetclover",38,8,29,15,32,48
New Mexico,"Fig Tree",38,29,36,41,37,17
New Mexico,"Sainfoin",36,37,3,3,37,27
New Mexico,"Birch",22,1,30,23,49,27
New Mexico,"Apricot",0,45,35,26,16,18
New Mexico,"Pine Nut Tree",14,36,29,4,25,36
New Mexico,"Chinese Broccoli",19,40,13,24,49,23
New Mexico,"Woad",0,39,19,4,20,34
New Mexico,"Fennel Seeds",33,48,39,22,16,16
New Mexico,"Sesame",36,45,34,23,35,1
New Mexico,"Arfaj",7,18,18,44,6,19
New Mexico,"Azolla",17,37,19,10,37,26
New Mexico,"Bow-wood",14,48,40,33,46,45
New Mexico,"Butterfly Flower",34,27,49,22,15,8
New Mexico,"Caper",2,21,30,29,43,25
New Mexico,"Black Raspberry",18,24,27,26,32,8
New Mexico,"Dhaincha",9,33,3,25,11,40
New Mexico,"Bell Pepper (Yellow)",35,21,50,48,43,2
New Mexico,"Cork Oak",36,22,27,4,2,44
New Mexico,"Soybeans",26,16,13,12,43,42
New Mexico,"Pistachios",10,18,29,45,7,23
New Mexico,"Lamb's Quarters",43,19,31,19,31,38
New Mexico,"Olive",47,43,4,19,22,35
New Mexico,"Gherkin",15,9,50,3,48,9
New Mexico,"Blackhaw",20,36,30,27,21,32
New Mexico,"Arrowroot",46,19,43,31,21,40
New Mexico,"Fumewort",24,49,15,45,36,1
New Mexico,"Mangosteens",35,7,30,23,16,34
New Mexico,"Sorghum",7,4,24,6,25,32
New Mexico,"Henna",39,26,44,11,22,16
New Mexico,"Easter Orchid",45,4,18,16,43,23
New Mexico,"Basil",31,47,48,4,23,48
New Mexico,"Ghost Pepper",38,46,31,50,7,40
New Mexico,"Cauliflower",48,14,42,28,27,18
New Mexico,"Felonwood",35,29,47,21,44,20
New Mexico,"Endive",5,14,26,38,1,12
New Mexico,"Raspberry",10,13,0,37,7,8
New Mexico,"Asafoetida",34,9,46,1,31,44
New Mexico,"Ragwort",17,4,40,8,39,14
New Mexico,"Bay",17,11,15,46,9,9
New Mexico,"Oxford Ragwort",10,8,12,9,13,26
New Mexico,"Langsat",37,44,1,0,21,38
New Mexico,"Bay Leaves",24,3,0,4,0,16
New Mexico,"Loofah",30,20,17,11,38,20
New Mexico,"Elegant Lupine",26,21,19,28,31,16
New Mexico,"Winged Beans",6,20,36,5,28,39
New Mexico,"Cashew Apple",44,14,41,10,38,42
New Mexico,"Apples",30,17,8,34,43,46
New Mexico,"Carrots",18,11,46,33,42,24
New Mexico,"Millet Grass",5,50,28,15,14,22
New Mexico,"Sorghum Grass",20,50,37,20,27,26
New Mexico,"Tangerines",42,30,16,43,12,18
New Mexico,"Cardamom",4,36,37,7,42,38
New Mexico,"Artichokes",46,37,34,25,45,22
New Mexico,"Bermuda Grass",4,38,39,18,13,39
New Mexico,"Caraway",42,8,12,22,7,3
New Mexico,"Amaranth",24,39,27,1,45,5
New Mexico,"Guavas",38,36,48,30,35,36
New Mexico,"Pineapples",32,4,15,40,42,23
New Mexico,"Shallots",40,2,22,32,24,21
New Mexico,"Safflower",35,21,15,7,7,45
New Mexico,"Bok Choy",25,42,20,43,46,22
New Mexico,"Peanuts",13,19,36,17,0,7
New Mexico,"Yams",22,20,46,1,34,36
New Mexico,"Yarrow",25,8,13,44,31,32
New Mexico,"Moringa",33,46,9,29,34,30
New Mexico,"Tomatillo",20,45,25,42,48,22
New Mexico,"Teak",19,17,8,14,14,8
New Mexico,"Black Beans",50,34,47,39,50,50
New Mexico,"Ambrosia",2,35,26,42,46,48
New Mexico,"Rubber Tree",32,34,25,33,28,48
New Mexico,"Thyme",48,42,15,34,7,28
New Mexico,"Avocado",24,48,32,30,3,16
New Mexico,"Sapodilla",7,45,27,16,4,6
New Mexico,"Corn",41,2,33,42,41,26
New Mexico,"Sunflowers",17,1,2,39,49,24
New Mexico,"Barley",37,30,0,10,6,33
New Mexico,"Asparagus",48,29,12,25,36,18
New Mexico,"Redbrush",38,48,0,27,5,16
New Mexico,"Sorrel",5,15,27,8,9,37
New Mexico,"Amy Root",25,23,10,48,32,8
New Mexico,"Hazelnuts",5,14,45,12,18,43
New Mexico,"Anaheim Pepper",35,40,29,20,0,28
New Mexico,"Bell Pepper (Green)",18,29,42,34,7,38
New Mexico,"Brussels Sprouts",26,33,36,23,41,17
New Mexico,"Black-weed",6,42,49,10,1,39
New Mexico,"Valerian",23,31,1,23,47,1
New Mexico,"Bluebell",49,18,44,13,15,20
New Mexico,"Butterfly Weed",14,1,30,48,12,28
